study_id,text,gpt_response,icpr_keywords,missing_icpsr
8187,"This collection is composed of two files, a State File
(Part 1) and a Metropolitan Area File (Part 2), both of which contain
statistics gathered from approximately 70 government and private
agencies. The State File contains variables on population, households,
vital statistics, health, education, crime, social insurance and
welfare, housing, land use, labor force and unions, income, utilities,
banking, elections, and veterans. Data are available for all states
and the District of Columbia, the United States, and Census regions
and divisions. The Metropolitan Area File covers the same general
topics as the State File. Data are available for the United States,
all Standard Metropolitan Statistical Areas (SMSAs), Standard
Consolidated Statistical Areas (SCSAs), and metropolitan and
nonmetropolitan areas.","['state file', 'metropolitan area file', 'government statistics', 'population data', 'vital statistics', 'education statistics', 'crime statistics', 'labor force', 'income data', 'housing data']","['census data', 'crime statistics', 'education statistics', 'government expenditures', 'income data', 'labor force', 'population data', 'public opinion', 'unemployment rate', 'vital statistics']","state file,metropolitan area file,government statistics,population data,education statistics,income data,housing data"
24076,"The data contain records of defendants in criminal cases filed in United States District Court during fiscal year 1999. The data were constructed from the Administrative Office of the United States District Courts' (AOUSC) criminal file. Defendants in criminal cases may be either individuals or corporations. There is one record for each defendant in each case filed. Included in the records are data from court proceedings and offense codes for up to five offenses charged at the time the case was filed. (The most serious charge at termination may differ from the most serious charge at case filing, due to plea bargaining or action of the judge or jury.) In a case with multiple charges against the defendant, a ""most serious"" offense charge is determined by a hierarchy of offenses based on statutory maximum penalties associated with the charges. The data file contains variables from the original AOUSC files as well as additional analysis variables, or ""SAF variables,"" that denote subsets of the data. These SAF variables are related to statistics reported in the Compendium of Federal Justice Statistics, Tables 4.1-4.5 and 5.1-5.6. Variables containing information (e.g., name, Social Security number) were replaced with blanks, and the day portions of date fields were also sanitized in order to protect the identities of individuals. These data are part of a series designed by the Urban Institute (Washington, DC) and the Bureau of Justice Statistics. Data and documentation were prepared by the Urban Institute.","['united states district court', 'criminal case records', 'fiscal year 1999', 'administrative office data', 'defendant identification', 'court proceedings', 'offense codes', 'charge hierarchy', 'saf variables', 'identity protection']","['administrative data', 'arraignment', 'arrest records', 'court system', 'criminal courts', 'criminal justice policy', 'criminal law', 'judicial decisions', 'judicial process', 'sentencing guidelines']","united states district court,criminal case records,fiscal year 1999,administrative office data,defendant identification,court proceedings,offense codes,charge hierarchy,saf variables,identity protection"
37470,"<p> In the United States, a number of challenges prevent an accurate assessment of the prevalence of hate crimes in different areas of the country. These challenges create huge gaps in knowledge about hate crime--who is targeted, how, and in what areas--which in turn hinder appropriate policy efforts and allocation of resources to the prevention of hate crime. In the absence of high-quality hate crime data, online platforms may provide information that can contribute to a more accurate estimate of the risk of hate crimes in certain places and against certain groups of people. Data on social media posts that use hate speech or internet search terms related to hate against specific groups has the potential to enhance and facilitate timely understanding of what is happening offline, outside of traditional monitoring (e.g., police crime reports). This study assessed the utility of Twitter data to illuminate the prevalence of hate crimes in the United States with the goals of (i) addressing the lack of reliable knowledge about hate crime prevalence in the U.S. by (ii) identifying and analyzing online hate speech and (iii) examining the links between the online hate speech and offline hate crimes. </p>
<p> The project drew on four types of data: recorded hate crime data, social media data, census data, and data on hate crime risk factors. An ecological framework and Poisson regression models were adopted to study the explicit link between hate speech online and hate crimes offline. Risk terrain modeling (RTM) was used to further assess the ability to identify places at higher risk of hate crimes offline.</p>","['hate crimes', 'prevalence assessment', 'knowledge gaps', 'policy efforts', 'resource allocation', 'online platforms', 'social media data', 'hate speech', 'ecological framework', 'risk terrain modeling']","['anti-semitism', 'discrimination', 'hate crimes', 'hate speech', 'policy efforts', 'public policy', 'racial discrimination', 'social media', 'violence against women', 'violent crime']","prevalence assessment,knowledge gaps,policy efforts,resource allocation,online platforms,social media data,ecological framework,risk terrain modeling"
30821,"<p>This mixed method, in-depth case study in Colorado examines the degree to which key players in the child welfare, early intervention/preschool special education (EI/Preschool SPED) and early care and education (ECE) systems (e.g. Head Start, preschool, child care centers, family child care homes) collaborate to meet the developmental needs of children ages 0-5 who are involved in the child welfare system. An ecological perspective serves as the conceptual framework to support the goals of the project and to guide the development of this study (Bronfenbrenner, 1979).</p>
<p>This research includes a quantitative analysis of data from the National Survey of Child and Adolescent Wellbeing (NSCAW, a nationally representative sample of children involved in the child welfare system). Additional quantitative research was conducted through two surveys (optional paper or on-line survey) in Colorado between 2005-2006: the Foster Parent Survey, a statewide survey of foster parents drawn from public and private agency lists of licensed families (n=266), and the Child Welfare Caseworker Survey, a statewide survey of child welfare caseworkers and caseworker supervisors drawn from public and private agency lists (n=339).</p>
<p>The qualitative component of this research was conducted through field study interviews,  with professionals (Child Welfare, Early Intervention, and Early Care and Education) and foster and biological parents of children under 5 in the child welfare system. These interviews were conducted in Adams, Alamosa, Arapahoe, Conejos, and El Paso counties (n=134).</p>","['child welfare system', 'early intervention', 'preschool special education', 'early care education', 'ecological perspective', 'quantitative analysis', 'national survey', 'foster parent survey', 'caseworker survey', 'field study interviews']","['early childhood education', 'early intervention', 'family planning', 'foster care', 'juvenile justice', 'parenting skills', 'preschool education', 'public schools', 'school readiness', 'special education']","child welfare system,early intervention,preschool special education,early care education,ecological perspective,quantitative analysis,national survey,foster parent survey,caseworker survey,field study interviews"
37017,"<p>The National Inmate Survey (NIS) is part of the Bureau of Justice Statistics' (BJS) National Prison Rape Statistics Program, which gathers mandated data on the incidence and prevalence of sexual assault in correctional facilities under the Prison Rape Elimination Act of 2003 (PREA; P.L. 108- 79). Inmates are randomly assigned to receive either a survey of sexual victimization or a survey of mental and physical health, past drug and alcohol use, and treatment for substance abuse. About 92 percent of the respondents completed modules through the survey of sexual victimization while the other eight percent completed modules through the alternative survey. However, the data in this study focuses solely upon substance use and treatment. No respondent answered questions about sexual victimization.</p>
<p>The same eight percent of respondents (n=3,908) who completed the alternative survey are the same 3,908 respondents from the study <a href=""https://doi.org/10.3886/ICPSR37016.v1"">National Inmate Survey (NIS) - Prisons: Alternative Survey Respondents Only, [United States], 2007-2009 (ICPSR 37016)</a>.</p>","['national inmate survey', 'bureau of justice statistics', 'prison rape elimination', 'sexual assault data', 'correctional facilities', 'random survey assignment', 'sexual victimization', 'mental health', 'substance use treatment', 'icpsr 37016']","['correctional facilities', 'inmate attitudes', 'mental health services', 'prison conditions', 'prison inmates', 'prison overcrowding', 'prison violence', 'sexual assault', 'substance abuse treatment', 'victimization']","national inmate survey,bureau of justice statistics,prison rape elimination,sexual assault data,random survey assignment,sexual victimization,substance use treatment,icpsr 37016"
35338,"These data, collected to assist in the development of
sentencing guidelines, describe offense and sentencing characteristics
for organizations sentenced in federal district courts in 2010. The
United States Sentencing Commission's primary function is to inform
federal courts of sentencing policies and practices that include
guidelines prescribing the appropriate form and severity of punishment
for offenders convicted of federal crimes. Court-related variables
include primary offense type, pecuniary offense loss and gain, dates
of disposition and sentencing, method of determination of guilt,
number of counts pled and charged, and dates and types of sentencing
and restitution. Defendant organization variables include ownership
structure, number of owners and employees, highest level of corporate
knowledge of the criminal offense, highest level of corporate
indictment and conviction for participation in the criminal offense,
annual revenue, equity and financial status, whether it was a criminal
organization, duration of criminal activity, and risk to national
security. Organizational defendants data, 2010, covers fiscal year
October 1, 2009, through September 30, 2010.","['sentencing guidelines', 'federal courts', 'offense characteristics', 'sentencing characteristics', 'united states sentencing commission', 'court-related variables', 'defendant organization', 'corporate crime', 'criminal activity duration', 'national security risk.']","['appellate courts', 'corporate crime', 'criminal justice policy', 'federal courts', 'judicial decision making', 'sentencing guidelines', 'sentencing reform', 'united states sentencing commission', 'white collar crime', 'white collar workers']","offense characteristics,sentencing characteristics,united states sentencing commission,court-related variables,defendant organization,criminal activity duration,national security risk."
6388,"This national opinion poll, prepared by The New York Times,
was conducted for the Times by the Hanoch Smith Research Center of
Jerusalem. Jewish residents of Israel were surveyed for their views on
the possibility of opening negotiations with the Palestinian Liberation
Organization (PLO) in response to PLO leader Yassir Arafat's
recognition of Israel's right to exist as a state in the Middle East,
Israeli Prime Minister Yitzhak Shamir's handling of Israeli foreign
affairs, negotiations between the United States and the PLO, the Arab
uprising in Judea, Samaria, and the Gaza Strip, and the possible
establishment of a Palestinian state in all or parts of Judea, Samaria,
and the Gaza Strip. Further questions concerned the potential impact of
the meeting between Shamir and United States President George Bush on
the peace process, United States financial aid to Israel, and which
United States president respondents viewed as having the best or least
understanding of Israel's problems. Background information on
respondents includes sex, age, national origin, religious
self-placement, education, political party, and urban/rural locale.","['israel-plo negotiations', 'public opinion', 'israeli politics', 'foreign affairs', 'palestinian statehood', 'uprising impact', 'us-israel relations', 'presidential perceptions', 'demographic data', 'peace process']","['arab israeli conflict', 'diplomatic immunity', 'foreign affairs', 'international conflict', 'israeli palestinian conflict', 'peace negotiations', 'public opinion', 'us-israel relations', 'peace process', 'palestinian statehood']","israel-plo negotiations,israeli politics,palestinian statehood,uprising impact,us-israel relations,presidential perceptions,demographic data,peace process"
6803,"This data collection tracks the physical stature of Georgia
convicts incarcerated between 1770 and 1860. Information includes age
at incarceration, gender, complexion, height measurement in feet and
inches, county in which conviction took place, occupation, place of
birth, crime, month and year of entry into jail, month and year in
which sentence expired, whether the convict was pardoned, and the date
of pardon.","['historical data', 'convict demographics', 'physical stature', 'incarceration statistics', 'gender records', 'complexion data', 'height measurements', 'criminal justice', 'geographical origins', 'pardon records']","['anthropometry', 'criminal justice system', 'demographic statistics', 'height', 'incarceration', 'pardon', 'physical characteristics', 'prison inmates', 'recidivism rates', 'sentencing']","convict demographics,physical stature,incarceration statistics,gender records,complexion data,height measurements,criminal justice,geographical origins,pardon records"
35638,"The Robert Wood Johnson Foundation (RWJF) contracted with Mathematica Policy Research and its subcontractor, the John W. Gardner Center for Youth and Their Communities (JGC) at Stanford University, to conduct a rigorous evaluation of  Playworks, a program for structured play during recess, class time and after school in low-income school districts. These data were collected as part of the evaluation. Twenty-nine urban schools interested in implementing Playworks were randomly assigned to treatment and control groups during the 2010-2011 (cohort 1) or 2011-2012 (cohort 2) school years. During the one-year study period for each cohort, treatment schools received Playworks and control schools were not eligible to implement Playworks. Mathematica and JGC collected data from students, teachers and school staff at 25 cohort 1 schools in spring 2011 and an additional four cohort 2 schools in spring 2012 to document the implementation of Playworks and assess the program's impact on key outcomes related to school climate; conflict resolution and aggression; learning and academic performance; youth development; student behavior; and play, physical activity and recess. Data collection activities included administration of student and teacher surveys, collection of physical activity data via accelerometers, structured observations of recess periods and collection of administrative records.","['playworks evaluation', 'structured play', 'low-income schools', 'randomized assignment', 'treatment and control', 'school climate', 'conflict resolution', 'academic performance', 'physical activity', 'data collection activities']","['academic performance', 'conflict resolution', 'data collection activities', 'low-income', 'physical activity', 'randomized assignment', 'school climate', 'structured play', 'treatment and control', 'youth development']","playworks evaluation,structured play,low-income schools,randomized assignment,treatment and control,school climate,data collection activities"
2918,"This special topic poll, fielded January 2, 2000, queried
respondents on their attitudes regarding New Year's Eve and the year
2000. Those queried were asked how closely they had followed the
preparations for December 31, 1999, whether they had been excited
about the event, and what they did on that evening that was different
from their usual observance of New Year's Eve. A series of questions
addressed concerns about Y2K computer problems, including how
respondents were affected by Y2K bugs, whether they worried that
problems would occur, what actions they took to prepare for such
problems, and who deserved praise for the fact that there were very
few Y2K computer problems reported. Respondents' views on terrorism
against Americans were also elicited, with questions on whether
respondents feared terrorist attacks on New Year's Eve and whether
they changed their plans because of those concerns, whether the United
States government responded appropriately to threats of terrorism, who
deserved credit for the lack of terrorist acts related to New Year's
Eve, whether acts of terrorism would increase in the next century, and
what the government could do to reduce threats against
Americans. Background information on respondents includes age, sex,
race, Hispanic descent, education, religion, marital status, political
party, political orientation, age of children in household, family
income, and computer and Internet access.","[""new year's eve"", 'y2k concerns', 'computer problems', 'terrorism fears', 'government response', 'public attitudes', 'event preparations', 'personal actions', 'societal impact', 'demographic data']","['anti-terrorist laws', 'computer science', 'demographic data', 'disaster relief', 'government response', 'public attitudes', 'terrorism prosecution', 'terrorist attacks', 'terrorist threats', 'y2k concerns']","new year's eve,y2k concerns,computer problems,terrorism fears,government response,public attitudes,event preparations,personal actions,demographic data"
2747,"This study is part of a quadrennial series designed to
investigate the opinions and attitudes of the general public and a
select group of opinion leaders on matters relating to foreign policy,
and to define the parameters of public opinion within which
decision-makers must operate. Through telephone surveys, general
public respondents (Part 2) were interviewed October 15-November 10,
1998, and opinion leaders (Part 1) were interviewed November
2-December 21, 1998. Respondents were asked to assess their level of
interest in the news and specifically in foreign policy. Respondents
were also asked whether concern for foreign policy is important in a
presidential candidate, and their views were sought on the foreign
policy records of President Bill Clinton and former presidents George
Bush, Ronald Reagan, Jimmy Carter, Gerald Ford, Richard Nixon, Lyndon
Johnson, John F. Kennedy, Dwight Eisenhower, and Harry Truman. Those
queried were asked for their opinions on economic aid to foreign
nations, including Egypt, Poland, Russia, Israel, and African
nations. In addition, respondents were asked to rate the Clinton
administration on foreign policy, trade policy, immigration policy,
United States relations with China, Japan, and Russia, international
terrorism, the situation in the former Yugoslavia, the Arab-Israeli
peace process, the situation in Iraq, nuclear proliferation, the
situation in Northern Ireland, and the Asian financial crisis. Views
were also sought on whether United States' vital interests were
present in Egypt, Germany, Japan, Mexico, Israel, Canada, Brazil,
Russia, Haiti, Bosnia, Indonesia, Kuwait, Great Britain, Saudi Arabia,
China, France, the Baltic nations, South Korea, Poland, South Africa,
Taiwan, Cuba, India, Turkey, Iran, and Afghanistan. A series of
questions addressed potential threats to those vital
interests. Additional topics covered the foreign policy goals of the
United States, bloodshed in the 21st century, measures to combat
international terrorism, the United States' commitment to the North
Atlantic Treaty Organization (NATO), the United States' contributions
to the International Monetary Fund (IMF), and United States
involvement in United Nations peacekeeping operations. Respondents
were asked to rate their feelings toward Great Britain, Saudi Arabia,
China, France, Taiwan, South Korea, Cuba, Argentina, Pakistan,
Nigeria, Turkey, Italy, Russia, North Korea, Germany, Iran, Japan,
Mexico, Israel, Iraq, India, Canada, and Brazil. Respondents were also
asked for their opinions of President Bill Clinton, Russian President
Boris Yeltsin, Secretary of State Madeleine Albright, Pope John Paul
II, former President George Bush, former President Jimmy Carter,
German Chancellor Gerhard Schroeder, South African President Nelson
Mandela, European Union President Jacques Santer, Cuban President
Fidel Castro, Chinese President Jiang Zemin, British Prime Minister
Tony Blair, Iraqi President Saddam Hussein, Israeli Prime Minister
Benjamin Netanyahu, Palestinian Leader Yasser Arafat, French President
Jacques Chirac, and Serbian President Slobodan Milosovic. Further
queries focused on whether United States troops should be used if
North Korea invaded South Korea, if Iraq invaded Saudi Arabia, if Arab
forces invaded Israel, if Russia invaded Poland, if the Cuban people
attempted to overthrow the Castro regime, if China invaded Taiwan, or
if Serbian forces killed large numbers of ethnic
Albanians. Respondents were asked whether they supported the use of
economic sanctions against Cuba, Iraq, Iran, North Korea, and
China. Additional topics covered the elimination of tariffs,
globalization, the establishment of a Palestinian state, the United
States' role as a world leader, United States federal government
program spending, and whether the United States should pay the $1.6
billion owed to the United Nations. Opinion leaders were asked an
additional question about the possible threat of the ""euro"" (the
unified monetary system to be implemented in January 1999 by the
European Union) to the United States dollar's supremacy as a reserve
currency. Background information on general public respondents
includes age, race, sex, political party, political orientation,
religion, marital status, spouse's employment status, age of children
in household, amount of time spent at home, employment status,
occupation, position in household, education, home ownership status,
and household income. Background information on opinion leaders
includes age, sex, education, political party, and political
orientation.","['foreign policy', 'public opinion', 'opinion leaders', 'presidential candidates', 'economic aid', 'international relations', 'national security', 'global threats', 'united nations', 'monetary policy']","['economic aid', 'foreign policy', 'international relations', 'monetary policy', 'national security', 'presidential candidates', 'public opinion', 'united nations', 'international conflict', 'international cooperation']","opinion leaders,global threats"
7896,"This data collection contains information from the first
wave of High School and Beyond (HSB), a longitudinal study of American
youth conducted by the National Opinion Research Center on behalf of
the National Center for Education Statistics (NCES). Data were
collected from 58,270 high school students (28,240 seniors and 30,030
sophomores) and 1,015 secondary schools in the spring of 1980. Many
items overlap with the NCES's NATIONAL LONGITUDINAL STUDY OF THE CLASS
OF 1972 (ICPSR 8085). The HSB study's data are contained in eight
files. Part 1 (School Data) contains data from questionnaires
completed by high school principals about various school attributes
and programs. Part 2 (Student Data) contains data from surveys
administered to students. Included are questionnaire responses on
family and religious background, perceptions of self and others,
personal values, extracurricular activities, type of high school
program, and educational expectations and aspirations. Also supplied
are scores on a battery of cognitive tests including vocabulary,
reading, mathematics, science, writing, civics, spatial orientation,
and visualization. To gather the data in Part 3 (Parent Data), a
subsample of the seniors and sophomores surveyed in HSB was drawn, and
questionnaires were administered to one parent of each of 3,367
sophomores and of 3,197 seniors. The questionnaires contain a number
of items in common with the student questionnaires, and there are a
number of items in common between the parent-of-sophomore and the
parent-of-senior questionnaires. This is a revised file from the one
originally released in Autumn 1981, and it includes 22 new
analytically constructed variables imputed by NCES from the original
survey data gathered from parents. The new data are concerned
primarily with the areas of family income, liabilities, and
assets. Other data in the file concentrate on financing of
post-secondary education, including numerous parent opinions and
projections concerning the educational future of the student,
anticipated financial aid, student's plans after high school, expected
ages for student's marriage and childbearing, estimated costs of
post-secondary education, and government financial aid policies. Also
supplied are data on family size, value of property and other assets,
home financing, family income and debts, and the age, sex, marital,
and employment status of parents, plus current income and expenses for
the student. Part 4 (Language Data) provides information on each
student who reported some non-English language experience, with data
on past and current exposure to and use of languages. In Parts 5-6,
there are responses from 14,103 teachers about 18,291 senior and
sophomore students from 616 schools. Students were evaluated by an
average of four different teachers who had the opportunity to express
knowledge or opinions of HSB students whom they had taught during the
1979-1980 school year. Part 5 (Teacher Comment Data: Seniors)
contains 67,053 records, and Part 6 (Teacher Comment Data: Sophomores)
contains 76,560 records. Questions were asked regarding the teacher's
opinions of their student's likelihood of attending college,
popularity, and physical or emotional handicaps affecting school
work. The sophomore file also contains questions on teacher
characteristics, e.g., sex, ethnic origin, subjects taught, and time
devoted to maintaining order. The data in Part 7 (Twins and Siblings
Data) are from students in the HSB sample identified as twins,
triplets, or other siblings. Of the 1,348 families included, 524 had
twins or triplets only, 810 contained non-twin siblings only, and the
remaining 14 contained both types of siblings. Finally, Part 8
(Friends Data) contained the first-, second-, and third-choice friends
listed by each of the students in Part 2, along with identifying
information allowing links between friendship pairs.","['longitudinal study', 'american youth', 'data collection', 'high school students', 'cognitive tests', 'parent questionnaires', 'family income', 'teacher evaluations', 'sibling data', 'friendship networks']","['adolescents', 'cognitive tests', 'educational assessment', 'family income', 'high school students', 'longitudinal study', 'parent-child relationship', 'school readiness', 'teacher evaluations', 'youth development']","longitudinal study,american youth,data collection,cognitive tests,parent questionnaires,teacher evaluations,sibling data,friendship networks"
36122,"<p>The UNIFORM CRIME REPORTING PROGRAM DATA: OFFENSES KNOWN AND CLEARANCES BY ARREST, 2013 dataset is a compilation of offenses reported to law enforcement agencies in the United States. Due to the vast number of categories of crime committed in the United States, the FBI has limited the type of crimes included in this compilation to those crimes which people are most likely to report to police and those crimes which occur frequently enough to be analyzed across time. Crimes included are criminal homicide, forcible rape, robbery, aggravated assault, burglary, larceny-theft, and motor vehicle theft.</p>
<p>Much information about these crimes is provided in this dataset. The number of times an offense has been reported, the number of reported offenses that have been cleared by arrests, and the number of cleared offenses which involved offenders under the age of 18 are the major items of information collected.</p>","['crime reporting', 'law enforcement', 'fbi data', 'criminal offenses', 'offense clearance', 'arrest statistics', 'juvenile offenders', 'crime analysis', 'united states', 'reported crimes']","['arrest records', 'arrest statistics', 'criminal offenses', 'crime statistics', 'juvenile offenders', 'law enforcement agencies', 'offense clearance', 'police reports', 'reported crimes', 'united states congress']","fbi data,offense clearance,arrest statistics,crime analysis,reported crimes"
9038,"This evaluation was developed and implemented by the Los
Angeles District Attorney's Office to examine the effectiveness of
specialized prosecutorial activities in dealing with the local problem
of rising gang violence, in particular the special gang prosecution
unit Operation Hardcore. One part of the evaluation was a system
performance analysis. The purposes of this system performance analysis
were (1) to describe the problems of gang violence in Los Angeles and
the ways that incidents of gang violence were handled by the Los
Angeles criminal justice system, and (2) to document the activities of
Operation Hardcore and its effect on the criminal justice system's
handling of the cases prosecuted by that unit. Computer-generated
listings from the Los Angeles District Attorney's Office of all
individuals referred for prosecution by local police agencies were used
to identify those individuals who were subsequently prosecuted by the
District Attorney. Data from working files on all cases prosecuted,
including copies of police, court, and criminal history records as well
as information on case prosecution, were used to describe criminal
justice handling. Information from several supplementary sources was
also included, such as the automated Prosecutors Management Information
System (PROMIS) maintained by the District Attorney's Office, and court
records from the Superior Court of California in Los Angeles County,
the local felony court.","['gang violence', 'prosecutorial effectiveness', 'operation hardcore', 'system performance analysis', 'los angeles', 'criminal justice system', 'data analysis', 'prosecution activities', 'promis system', 'court records']","['criminal justice system', 'court records', 'data analysis', 'gang violence', 'los angeles', 'operation hardcore', 'prosecutorial effectiveness', 'prosecution activities', 'system performance analysis', 'promis system']","prosecutorial effectiveness,operation hardcore,system performance analysis,los angeles,data analysis,prosecution activities,promis system,court records"
2035,"This data collection is part of a series of nationwide
 surveys conducted from October 1990 to June 1996 in Spain. The
 questionnaires for each of these surveys consisted of three
 sections. The first section collected information on respondents'
 attitudes regarding personal, national, and international issues, and
 included questions on respondents' level of life satisfaction and
 frequency of visits with relatives, neighbors, and friends. The second
 section contained a topical module of questions that varied from
 survey to survey, with this survey's topic focusing on political and
 economic culture. The survey gauged attitudes concerning distributive
 justice, opinions on economic and labor policies, and opinions on the
 state of the Spanish economy and the desired form of government for
 Spain. In addition, respondents were queried about their personal
 financial situations, political participation, and voting behavior.
 Questions in the third section of the questionnaire elicited
 socioeconomic information, such as respondent's sex, age, marital
 status, size of household, occupation, education, religion,
religiosity, place of birth, and income.","['nationwide surveys', 'spain demographics', 'life satisfaction', 'social interactions', 'political attitudes', 'economic opinions', 'distributive justice', 'personal finances', 'political participation', 'socioeconomic data']","['economic attitudes', 'life satisfaction', 'personal finances', 'political attitudes', 'political participation', 'public opinion', 'social interactions', 'socioeconomic data', 'socioeconomic status', 'voter participation']","nationwide surveys,spain demographics,social interactions,economic opinions,distributive justice,socioeconomic data"
7004,"The data consist of a national cross-section of the
electorate in England, Scotland, and Wales who were first interviewed
in 1969 (1,114 respondents). Of these, 792 were reinterviewed in 1970,
and 1,093 new respondents were added to the 1969-1970 panel to create
a representative electorate sample for the second wave. Questions were
asked about political interest, involvement in political activities,
and mass media usage as a political news source. Opinions on a large
number of political issues were also ascertained, as well as
evaluations of the political parties and candidates using several
dimensions and methods of assessment.","['electoral study', 'longitudinal survey', 'political interest', 'political involvement', 'media usage', 'political opinions', 'issue evaluation', 'party assessment', 'candidate evaluation', 'survey methodology']","['election studies', 'electoral behavior', 'media usage', 'political attitudes and behavior', 'political campaigns', 'political interest', 'political involvement', 'public opinion', 'survey methodology', 'voting behavior']","electoral study,longitudinal survey,media usage,issue evaluation,party assessment,candidate evaluation"
8,"This data collection provides county- and state-level information
on the number of members of a variety of religious organizations and groups
in the United States between 1906 and 1936.  The variables in this collection
provide the names of these groups and organizations, which include the Advent
Christian Church, Southern and National Convention Baptist churches,
Buddhist (Japanese) temples, Evangelical Association, Jewish congregations,
Greek Orthodox Church, Mennonite Church, Friends Church, Pentecostal Church
of the Nazarene, Polish National Church, Roman Catholic Church, Salvation
Army, Seventh Day Adventist, The Church of Jesus Christ of Latter-Day Saints,
Russian Eastern Orthodox Church, Mennonite General Conference, Hungarian
Reformed Church, Unitarian Church, Negro Baptist Church, and Evangelical
Church.","['religious demographics', 'data collection', 'county-level information', 'state-level information', 'religious organizations', 'membership statistics', 'united states history', '1906-1936 period', 'religious diversity', 'denominational distribution']","['church membership', 'church state separation', 'denominational distribution', 'historical data', 'historical periods', 'religious affiliation', 'religious attitudes', 'religious beliefs', 'religious congregations', 'religious denominations']","religious demographics,data collection,county-level information,state-level information,membership statistics,united states history,1906-1936 period,religious diversity,denominational distribution"
34468,"This poll, fielded August 2011, and the second of four, is part of a continuing series of monthly surveys that solicit public opinion on a range of political and social issues. This particular poll surveyed respondents living in New York City. Respondents were asked their opinion on Mayor Michael Bloomberg's job performance and whether they approved of his handling of the public school system. Respondents were also queried on general aspects of their lives in New York City, including opinions on their long range view of the city's livability, opinions on the city's economy, whether they had plans to relocate, and whether they held a good or bad image of the city. Respondents were also asked to provide opinions on the state of New York City public schools, including views on the New York City teachers union and charter schools, assessments of the overall quality of public education, whether quality had improved under Mayor Bloomberg, and whether they approved of Dennis Walcott's job performance as school system Chancellor. The poll also features several questions related to the terrorist attacks of September 11th, 2001. Respondents were asked whether security initiatives implemented following the terrorist attacks had enhanced public safety at New York City airports, bridges, tunnels, subways and nuclear power plants in the region. Further opinions were solicited on whether respondents felt New Yorkers had recovered economically and emotionally from the attacks, whether first responders and families of victims had been treated fairly, and whether the killing of Osama bin Laden had provided a sense of closure and increased safety. Furthermore, respondents were asked to gauge the likelihood of another attack within the upcoming months, whether they felt safe or endangered living in New York City, and whether they perceived the threat of terrorism to be higher in New York City when compared to other United States cities. Further information was collected regarding respondents feelings toward Muslims following the September 11th attacks, whether respondents believed Muslims are unfairly singled out, and whether they believed Muslims and Arab Americans are more sympathetic to terrorists than other American citizens. Additional topics included the possible opening of Wal-Mart stores within New York City, the planned redevelopment of the site at Ground Zero, and the proposed mosque and Islamic community center two blocks from Ground Zero. Demographic information included sex, age, race, marital status, education level, household income, religious preference, political party affiliation, political philosophy, and voter registration status.","['public opinion', 'political issues', 'social issues', 'mayor bloomberg', 'public education', 'terrorism security', 'emotional recovery', 'muslim perceptions', 'urban development', 'demographics']","['anti-terrorist laws', 'demographic statistics', 'educational policy', 'immigration policy', 'mayoral elections', 'political campaigns', 'public opinion', 'urban development', 'urban planning', 'urban renewal']","mayor bloomberg,public education,terrorism security,emotional recovery,muslim perceptions,demographics"
7921,"This survey was a pretest conducted for the purpose of
identifying people of Mexican descent living in Detroit, Michigan for
later inclusion in a more comprehensive national survey. This pretest
survey was also conducted to develop an appropriate and valid
measurement instrument for subsequent screening and national surveys.
The pretest was administered to 474 respondents from February to
August of 1978 in a Detroit neighborhood. The questionnaire elicited
information on the ancestry of household residents from the adult
co-heads or single heads of households. The survey identified 128
households with persons of Mexican descent who were then eligible for
later interviewing.","['mexican descent identification', 'detroit pretest survey', 'comprehensive national survey', 'measurement instrument development', 'screening process creation', '1978 data collection', 'household ancestry information', 'adult respondent participation', 'eligibility determination', 'subsequent interviewing planning']","['adult respondent participation', 'ancestry', 'data collection', 'eligibility determination', 'household composition', 'interviewing', 'Mexican Americans', 'survey research', 'surveys', 'voter turnout']","mexican descent identification,detroit pretest survey,comprehensive national survey,measurement instrument development,screening process creation,1978 data collection,household ancestry information,adult respondent participation,eligibility determination,subsequent interviewing planning"
6410,"<p>The 1989 Detroit Area Study is a social, economic, and
political profile of the tri-county Detroit area (Wayne, Oakland, and
Macomb counties). This study addresses fundamental issues of inequality
and explores the public's views on crime, education, class, and race.
Assessments of the nature and extent of citizen involvement in these
community problems and issues are included. A substantial part of the
study is devoted to a detailed examination of the extent of racial
segregation in the tri-county area, with particular attention to the
gap between Blacks and whites in economic resources, vulnerability to
crime, assessments of community problems, and political participation.
Demographic characteristics of respondents include marital status,
education, age, race, sex, employment status, union membership, and
income.</p>","['detroit area study', 'social inequality', 'public views', 'crime perception', 'education issues', 'class dynamics', 'race relations', 'racial segregation', 'community involvement', 'political participation']","['community involvement', 'crime perception', 'education issues', 'political participation', 'public views', 'race relations', 'racial segregation', 'social inequality', 'urban crime', 'urban poverty']","detroit area study,public views,crime perception,education issues,class dynamics"
