study_id,text,gpt_response
38354,"<p>This catalog record includes detailed variable-level descriptions, enabling data discovery and comparison. The data are not archived at ICPSR. Users should consult the data owners (via the <a href=""https://doi.roper.center/?doi=10.25940/ROPER-31092302"">Roper Center for Public Opinion Research</a>) directly for details on obtaining the data.</p>
<p>This collection includes variable-level metadata of Poll # 2005-PRIOR2: Priorities 2--Health Care, a survey from the Harvard School of Public Health and the Robert Wood Johnson Foundation conducted by ICR-International Communications Research. Topics covered in this survey include:
<list type=""bulleted"">
<itm>Most important health problems facing the nation</itm>
<itm>Most important health care problems facing the nation</itm>
</list>
The data and documentation files for this survey are available through the Roper Center for Public Opinion Research <a href=""https://doi.roper.center/?doi=10.25940/ROPER-31092302""> [Roper #31092302]</a>. Frequencies and summary statistics for the 245 variables from this survey are available through the ICPSR social science variable database and can be accessed from the Variables tab.</p>","['data discovery', 'variable-level descriptions', 'icpsr', 'roper center', 'public opinion research', 'health care survey', 'harvard school of public health', 'robert wood johnson foundation', 'variable-level metadata', 'social science variables']"
37173,"<p>These data are part of NACJD's Fast Track Release and are distributed as they were received from the data depositor. The files have been zipped by NACJD for release, but not checked or processed except for the removal of direct identifiers. Users should refer to the accompanying readme file for a brief description of the files available with this collection and consult the investigators if further information is needed.</p>
<p>This study conducted a retrospective analysis of how child sexual abuse cases referred for prosecution in several counties in one New England state over a five year period (2009-2013) progressed through the system. In particular, the study focused on the distribution of the cases' outcomes and factors associated with these outcomes.</p>
<p>The collection contains eight SPSS data files:</p>
<list type=""bulleted"">
<itm>D1_General-Case-Details.sav (n=500; 103 variables)</itm>
<itm>D2_Background-Checks.sav (n=614; 9 variables)</itm>
<itm>D3_Trial-Information.sav (n=89; 123 variables)</itm>
<itm>D4_First-Victim-Details.sav (n=500; 289 variables)</itm>
<itm>D5_Add-Victim-Details.sav (n=54; 289 variables)</itm>
<itm>D6_First-Perp-Details.sav (n=500; 62 variables)</itm>
<itm>D7_Add-Perp-Details.sav (n=60; 62 variables)</itm>
<itm>D8_Medical-Information.sav (n=97; 35 variables)</itm>
</list>
<p>Demographic variables include age, birth date (month and year), gender, race, ethnicity, living arrangements, number of siblings, immigration status and ability to speak English.</p>","['nacjd fast track', 'data depositor', 'retrospective analysis', 'child sexual abuse', 'prosecution progression', 'case outcomes', 'spss data files', 'demographic variables', 'new england state', 'victim and perpetrator details.']"
38578,"<p>In 2019, the National Survey of Early Care and Education (NSECE) team conducted a set of four integrated surveys of 1) households with children under age 13, 2) home-based providers, 3) center-based providers, and 4) the center-based workforce as a cross-sectional follow-up to the original 2012 NSECE. Together they characterize the supply of and demand for early care and education (ECE) in the U.S. and permit better understanding of how well families' needs and preferences mirror providers' offerings and constraints. The NSECE surveys make particular effort to measure the experiences of low-income families, as these families are the focus of a significant component of ECE and school-age public policy.</p>
<p>In light of the onset of the COVID-19 pandemic in Spring 2020, the Office of Planning, Research, and Evaluation (OPRE) funded a new data collection effort beginning in 2020 to learn how the pandemic was affecting ECE providers and the individuals who work directly with children in ECE settings. The NSECE project team sought to re-interview center-based providers, center-based workforce members, listed home-based providers, and unlisted and paid home-based providers, who completed surveys in the 2019 NSECE. Households participating in the 2019 NSECE were not included in the NSECE COVID-19 Longitudinal Follow-up. Data collection for the NSECE COVID-19 Longitudinal Follow-up took place across two waves between late 2020 and early 2022.</p>
<p>The NSECE was first conducted in 2012. Before that effort, there had been a 20-year long absence of nationally representative data on the use and availability of ECE. The NSECE was conducted again in 2019 to update the information from 2012 and shed light on how the ECE and school-age care landscape changed from 2012 to 2019. The 2019 NSECE followed a similar design as the 2012 survey, including surveying households with children under age 13, home-based providers, center-based providers, and staff working in center-based classrooms.</p>
<p>The 2019 NSECE is funded by the Office of Planning, Research, and Evaluation (OPRE) in the Administration for Children and Families (ACF), U.S. Department of Health and Human Services (HHS). The project team is led by NORC at the University of Chicago, with partners Chapin Hall at the University of Chicago and Child Trends, as well as other collaborating individuals and organizations.</p>
<p>For additional information about this study, please see:</p>
<list type=""bulleted"">
<itm><a href=""https://www.acf.hhs.gov/opre/project/national-survey-early-care-and-education-2019-2017-2022"">NSECE project page on the OPRE website</a></itm>
<itm><a href=""https://www.norc.org/Research/Projects/Pages/national-survey-of-early-care-and-education.aspx"">NSECE study page on NORC's website</a></itm>
<itm><a href=""https://nseceblog.wordpress.com"">NSECE Research Methods Blog</a></itm></list>
<p>For more information, tutorials, and reports related to the NSECE, please visit the Child and Family Data Archive's <a href=""https://www.childandfamilydataarchive.org/cfda/pages/cfda/nsece.html"">Data Training Resources from the NSECE</a> page.</p>","['early care education', 'national survey', '2019 update', 'covid-19 impact', 'data collection', 'childcare providers', 'household participation', 'public policy', 'longitudinal follow-up', 'research methods']"
1141,"Monthly surveys conducted by the British Gallup
 organization for January 1992-April 1997 were used to gather data on
 the dynamic interrelationships among vote intentions, party leader
 images, party identification, economic evaluations, and emotional
reactions to national and personal economic conditions.","['vote intentions', 'party leader images', 'party identification', 'economic evaluations', 'emotional reactions', 'national economic conditions', 'personal economic conditions', 'british gallup surveys', 'dynamic interrelationships', 'january 1992-april 1997']"
4626,"<p>The Treatment Episode Data Set -- Admissions (TEDS-A) is a national census data system of annual admissions to substance abuse treatment facilities. TEDS-A provides annual data on the number and characteristics of persons admitted to public and private substance abuse treatment programs that receive public funding. The unit of analysis is a treatment admission. TEDS consists of data reported to state substance abuse agencies by the treatment programs, which in turn report it to SAMHSA.</p>
<p>A sister data system, called the Treatment Episode Data Set -- Discharges (TEDS-D), collects data on discharges from substance abuse treatment facilities. The first year of TEDS-A data is 1992, while the first year of TEDS-D is 2006.</p>
<p>TEDS variables that are required to be reported are called the ""Minimum Data Set (MDS)"", while those that are optional are called the ""Supplemental Data Set (SuDS)"".</p>
<p>Variables in the MDS include: information on service setting, number of prior treatments, primary source of referral, gender, race, ethnicity, education, employment status, substance(s) abused, route of administration, frequency of use, age at first use, and whether methadone was prescribed in treatment. Supplemental variables include: diagnosis codes, presence of psychiatric problems, living arrangements, source of income, health insurance, expected source of payment, pregnancy and veteran status, marital status, detailed not in labor force codes, detailed criminal justice referral codes, days waiting to enter treatment, and the number of arrests in the 30 days prior to admissions (starting in 2008).</p>
<p>Substances abused include alcohol, cocaine and crack, marijuana and hashish, heroin, nonprescription methadone, other opiates and synthetics, PCP, other hallucinogens, methamphetamine, other amphetamines, other stimulants, benzodiazepines, other non-benzodiazepine tranquilizers, barbiturates, other non-barbiturate sedatives or hypnotics, inhalants, over-the-counter medications, and other substances.</p>
<p>Created variables include total number of substances reported, intravenous drug use (IDU), and flags for any mention of specific substances.</p>","['substance abuse treatment', 'data collection', 'treatment admissions', 'public funding', 'national census', 'treatment discharges', 'minimum data set', 'supplemental data set', 'substance types', 'treatment variables']"
36500,"<p>This collection provides information on live births in the United States during calendar year 2010. The natality data in these files are a component of the vital statistics collection effort maintained by the federal government. Birth data is limited to births occurring in the United States to United States residents and nonresidents. Births occurring to United States citizens outside of the United States are not included in this data collection. </p>
<p>Dataset 1 contains data on births occurring within the United States, while dataset 2 contains data on births occurring in the United States territories of Puerto Rico, the Virgin Islands, Guam, American Samoa, and the Commonwealth of the Northern Mariana Islands. Variables describe the place of delivery, who was in attendance, and medical and health data such as the method of delivery, prenatal care, tobacco use during pregnancy, pregnancy history, medical risk factors, and infant health characteristics. </p>
<p>Birth and fertility rates, and other statistics related to this study can be found in an Appendix to the User Guide under Detailed Technical Notes. </p>
<p>Demographic variables include the child's sex and month and year of birth  and the parents' ages, races, ethnicities, education levels, as well as the mother's marital status and residency status.</p>","['united states natality', 'birth data collection', 'vital statistics', 'demographic variables', 'medical risk factors', 'infant health characteristics', 'fertility rates', 'prenatal care', 'parental demographics', 'delivery methods']"
9628,"These surveys were undertaken to measure changes in consumer 
 attitudes and expectations, to understand why these changes occur, and 
 to evaluate how they relate to consumer decisions to save, borrow, or 
 make discretionary purchases. This type of information is essential for 
 forecasting changes in aggregate consumer behavior. Since the late 
 1940s, these surveys have been produced quarterly through 1977 and 
 monthly thereafter. Each monthly survey contains approximately 40-50 
 questions and probes a different aspect of consumer confidence. 
 Open-ended questions are asked concerning evaluations and expectations 
 about personal finances, employment, price changes, and the national 
 business situation. Additional questions probe buying intentions for 
 automobiles and the respondent's appraisals of present market 
conditions for purchasing houses, automobiles, and other durables.","['consumer attitudes', 'expectations measurement', 'decision-making factors', 'consumer behavior forecasting', 'quarterly surveys', 'monthly surveys', 'consumer confidence', 'personal finances', 'buying intentions', 'market appraisals']"
25062,"This paper examines a tractable real business cycle model with idiosyncratic productivity shocks and binding credit constraints on entrepreneurs. The model shows how firm volatility increases in combination with credit market development. It further generates the observed co-movement of credit and firm volatility with output at business cycle frequencies in response to aggregate
productivity shocks.","['real business cycle', 'idiosyncratic productivity shocks', 'credit constraints', 'entrepreneurs', 'firm volatility', 'credit market development', 'co-movement', 'business cycle frequencies', 'aggregate productivity shocks', 'economic model analysis']"
23022,"This poll, fielded March 7-11, 2007, is a part of a continuing series of
monthly surveys that solicits public opinion on the presidency and on a range of
other political and social issues.
This poll oversampled people who called themselves Republicans, providing an insight
into the demographic characteristics and political perspectives of Republicans.
All respondents were asked to say whether they approved of the way George W. Bush was handling
his job as president and other issues such as foreign policy, to rate the condition
of the national economy, to identify the most important problem facing the country,
and to say whether they approved of the way United States Congress was handling its job.
Several questions asked for respondents' opinions of the Democratic and Republican
parties, the Bush administration, Vice President Dick Cheney, former President Bill Clinton,
former Vice President Al Gore, and the 2008 presidential nominees.
Respondents were asked how much attention they had been paying to the
2008 presidential election campaign, which candidate they would vote for if the
election were being held that day, the ideal age of a president, and whether they thought
Hillary Clinton made a mistake when voting for the Senate resolution authorizing military action in Iraq.
Respondents who identified themselves as Republicans and Democrats were asked whether
they had any close friends who belonged to the other party, whether their political counterparts
shared the same goals and values, and whether they themselves had once belonged to the other party.
These respondents were also asked about the qualities they looked for in their presidential nominee,
which issues they felt most strongly about, and how often they visited
political blog Web sites, listened to political call-in radio shows, and which cable news network
they watched.
Other questions asked about the situation in Iraq, including whether taking
military action was the right thing to do, whether the number of troops should be
increased, and whether Iran was a threat to the United States.
Additional topics include respondents' opinions on the government, tax cuts,
immigration, gay marriage, abortion, and Barry Bonds breaking Hank Aaron's record of 775 home runs.
Demographic information includes sex, age, race, education level, household income,
marital status, religious preference, frequency of religious attendance, type of
residential area (e.g., urban or rural), political party affiliation, political
philosophy, voter registration status and participation history, and
the presence of children under 18 and household members between the ages of 18 and 24.","['public opinion', 'presidential approval', 'political demographics', 'economic assessment', 'national issues', 'partisan relationships', 'election attention', 'iraq policy', 'social issues', 'media consumption']"
2724,"This monthly poll, fielded March 11-14, 1999, is part of a
 continuing series of monthly surveys that solicit public opinion on
 the presidency and on a range of other political and social issues.
 Respondents were asked for their opinions of President Bill Clinton,
 Vice President Al Gore, their state's governor, the United States
 Congress, First Lady Hillary Clinton, Texas governor George W. Bush,
 former Red Cross president Elizabeth Dole, former New Jersey Senator
 Bill Bradley, former Vice President Dan Quayle, Arizona Senator John
 McCain, former Tennessee governor Lamar Alexander, multimillionaire
 publisher Steve Forbes, and conservative commentator Pat
 Buchanan. Respondents were asked to assess the importance of a
 political candidate's stance on a variety of issues as well as which
 party is best able to handle those issues. Topics included crime, the
 economy, foreign affairs, the middle class, moral values, Medicare,
 the environment, partisanship, and tolerance. Those queried were asked
 whether they believed the 1994 switch of congressional balance to the
 Republican party had been a good or a bad thing. Given possible 2000
 presidential races between Democratic hopefuls Gore and Bradley and
 Republican hopefuls Bush and Dole, respondents were asked for whom
 they would vote. Those queried were also asked for whom they would
 vote in a Republican primary or caucus consisting of Bush, Dole,
 Quayle, Buchanan, Forbes, Alexander, McCain, Family Research Council
 president Gary Bauer, Ohio Congressman John Kasich, radio talk show
 host Alan Keyes, and New Hampshire Senator Bob Smith. They were also
 asked for whom they would vote in a Democratic primary or caucus
 consisting of Gore, Bradley, and Reverend Jesse Jackson. Respondents
 were asked whether the following characteristics made them more or
 less likely to vote for a candidate for president: the candidate is a
 woman, has used cocaine, has smoked marijuana, has never before held
 elected office, is an environmentalist, has cheated on a spouse, has
 lived and/or worked in Washington, DC, most of his/her life, has been
 accused of improper campaign fundraising, supports legalized abortion,
 was once a heavy drinker, and/or is supported by labor unions. A
 series of questions addressed the situation in Kosovo, including
 whether United States vital interests were at stake in the region,
 whether the United States should bomb Serbia if Serbia did not agree
 to a peace plan for Kosovo, and whether the United States and Europe
 should use ground forces to enforce a peace treaty. Additional topics
 covered the state of the nation's economy, possible uses for the
 federal budget surplus, respondent enthusiasm for a 2000 presidential
 race between Gore and Bush, and the 2000 congressional
 elections. Background information on respondents includes age, race,
 sex, education, religion, political party, political orientation,
 voter registration and participation history, and labor union
membership.","['public opinion', 'presidential approval', 'political candidates', 'election preferences', 'issue importance', 'party competence', 'voter characteristics', 'kosovo conflict', 'economic views', 'budget surplus.']"
3301,"This data collection supplies standard monthly labor force
data as well as supplemental data on work experience, income, noncash
benefits, and migration. Comprehensive information is given on the
employment status, occupation, and industry of persons 15 years old
and older. Additional data are available concerning weeks worked and
hours per week worked, reason not working full-time, total income and
income components, and residence on March 1, 2000. This file also
contains data covering noncash income sources such as food stamps,
school lunch programs, employer-provided group health insurance plans,
employer-provided pension plans, personal health insurance, Medicaid,
Medicare, CHAMPUS or military health care, and energy assistance.
Information on demographic characteristics, such as age, sex, race,
household relationships, and Hispanic origin, is available for each
person in the household enumerated.","['labor force data', 'work experience', 'income analysis', 'noncash benefits', 'migration patterns', 'employment statistics', 'industry occupation', 'demographic characteristics', 'health insurance', 'income sources']"
24503,"The American Community Survey (ACS) is a part of the Decennial Census Program, and is designed to produce critical information about the characteristics of local communities. The ACS publishes social, housing, and economic characteristics for demographic groups covering a broad spectrum of geographic areas in the United States and Puerto Rico. Every year the ACS supports the release of single-year estimates for geographic areas with populations of 65,000 or more. Demographic variables include sex, age, relationship, households by type, race, and Hispanic origin. Social characteristics variables include school enrollment, educational attainment, marital status, fertility, grandparents caring for children, veteran status, disability status, residence one year ago, place of birth, United States citizenship status, year of entry, world region of birth of foreign born, language spoken at home, and ancestry. Variables focusing on economic characteristics include employment status, commuting to work, occupation, industry, class of worker, income and benefits, and poverty status. Variables focusing on housing characteristics include occupancy, units in structure, year structure was built, number of rooms, number of bedrooms, housing tenure, year householder moved into unit, vehicles available, house heating fuel, utility costs, occupants per room, housing value, and mortgage status. The American Community Survey is conducted under the authority of Title 13, United States Code, Sections 141 and 193, and response is mandatory.","['american community survey', 'decennial census program', 'demographic characteristics', 'social characteristics', 'economic characteristics', 'housing characteristics', 'geographic areas', 'mandatory response', 'united states code', 'population data']"
38068,"<p>This study is part of the American National Election Studies (ANES), a time series collection of national surveys fielded since 1948. The American National Election Studies are designed to present data on Americans' social backgrounds, political predispositions, social and political values, perceptions and evaluations of groups and candidates, opinions on questions of public policy, and participation in political life.</p>
<p>The files included in this study are restricted-use due to the geocodes contained in them for the year listed in the title.</p>
<p>Please review the contents of the ZIP file ANES_RDS_Documentation_Geocodes.zip for helpful information about the meanings of variables and changes to geocoding over time. Should you need to merge datasets across the 1992-1997 or 2000-2004 panel, ID bridging files for those panels are also included in the same ZIP file.</p>","['american national election studies', 'national surveys', 'social backgrounds', 'political predispositions', 'social values', 'political values', 'public policy opinions', 'political participation', 'restricted-use files', 'geocoding changes']"
3805,"<p>Initially taken in 1838 to demonstrate the stability and significance of
the African American community and to forestall the abrogation of African American voting rights, the Quaker and Abolitionist census of African Americans was continued in 1847 and 1856 and present an invaluable view of the mid-nineteenth century African American population of Philadelphia.  Although these censuses list only household heads, providing aggregate information for other household members, and exclude the substantial number of African Americans living in white households, they provide data not found in the federal population schedules.  When combined with the information on African Americans taken from the four federal censuses, they offer researchers a richly detailed view of Philadelphia's African American community spanning some forty years.</p>
<p>The three censuses are not of equal inclusiveness or quality, however. The 1838 and 1847 enumerations cover only the ""old"" City of Philadelphia (river-to-river and from Vine to South Streets) and the immediate surrounding districts (Spring Garden, Northern Liberties, Southwark, Moyamensing, Kensington--1838, West Philadelphia--1847); the 1856 survey includes African Americans living throughout the newly enlarged city which, as today, conforms to the boundaries of Philadelphia County.  In spite of this deficiency in areal coverage, the earlier censuses are superior historical documents.  The 1838 and 1847 censuses contain data on a wide range of social and demographic variables describing the household indicating address, household size, occupation, whether members were born in Pennsylvania, status-at-birth, debts, taxes, number of children attending school, names of beneficial societies and churches (1838), property brought to Philadelphia from other states (1838), sex composition (1847), age structure (1847), literacy (1847), size of rooms and number of people per room (1847), and miscellaneous remarks (1847).  While the 1856 census includes the household address and reports literacy, occupation, status-at-birth, and occasional passing remarks about individual households and their occupants, it excludes the other informational categories.  Moreover, unlike the other two surveys, it lists the occupations of only higher status African Americans, excluding unskilled and semiskilled designations, and records the status-at-birth of adults only.  Indeed, it even fails to provide data permitting the calculation of the size and age and sex structure of households.</p>
<p>Variables for each household head and his household include (differ
slightly by census year): name, sex, status-at-birth, occupation, wages,
real and personal property, literacy, education, religion, membership in
beneficial societies and temperance societies, taxes, rents, dwelling
size, address, slave or free birth.</p>","['african american census', 'philadelphia history', 'voting rights', 'social demographics', 'household data', 'mid-nineteenth century', 'abolitionist movement', 'quaker involvement', 'census inclusiveness', 'demographic variables']"
1316,"Option prices can be used to infer the level of uncertainty
 about future asset prices. The first two parts of this article explain
 such measures (implied volatility) and how they can differ from the
 market's true expectation of uncertainty. The third then estimates the
 implied volatility of three month eurodollar interest rates from 1985
 to 2001 and evaluates its ability to predict realized volatility.
 Implied volatility shows that uncertainty about short-term interest
 rates has been falling for almost 20 years, as the levels of interest
 rates and inflation have fallen. And changes in implied volatility
 are usually coincident with major news about the stock market, the
real economy, and monetary policy.","['implied volatility', 'option prices', 'future asset prices', 'market expectation', 'uncertainty measurement', 'realized volatility', 'interest rate trends', 'inflation correlation', 'economic indicators', 'monetary policy impact']"
36728,"<p>These data are part of NACJD's Fast Track Release and are distributed as they were received from the data depositor. The files have been zipped by NACJD for release, but not checked or processed except for the removal of direct identifiers. Users should refer to the accompanying readme file for a brief description of the files available with this collection and consult the investigator(s) if further information is needed.</p>
<p>To focus on the socio-cultural (including religious) contextual features that impact violent offending, victimization, and lethal self-harm, the researchers compiled county-level data on suicides, homicides, robbery, assault, religious adherence and demographic characteristics. The collection includes a data file with 62 variables and 3,140 cases in both SPSS and Stata formats. The file Religion_and_Violence_by_Race_Ethnicity__US_Counties__2010.sav is the SPSS version and Religion_and_Violence_by_Race_Ethnicity__US_Counties__2010.dta is the Stata version.</p>","['nacjd fast track', 'data depositor', 'direct identifiers', 'readme file', 'socio-cultural impact', 'violent offending', 'victimization rates', 'lethal self-harm', 'county-level data', 'religious adherence']"
34570,"<p>
These data are part of NACJD's Fast Track Release and are distributed as they were received from the data depositor. The files have been zipped by NACJD for release, but not checked or processed except for the removal of direct identifiers. Users should refer to the accompanying readme file for a brief description of the files available with this collection and consult the investigator(s) if further information is needed.
</p>
<p>
The study integrated neighborhood-level data on robbery and burglary gathered from local police agencies across the United States, foreclosure data from RealtyTrac (a real estate information company), and a wide variety of social, economic, and demographic control variables from multiple sources. Using census tracts to approximate neighborhoods, the study regressed 2009 neighborhood robbery and burglary rates on foreclosure rates measured for 2007-2008 (a period during which foreclosure spiked dramatically in the nation), while accounting for 2007 robbery and burglary rates and other control variables that captured differences in social, economic, and demographic context across American neighborhoods and cities for this period. The analysis was based on more than 7,200 census tracts in over 60 large cities spread across 29 states. Core research questions were addressed with a series of multivariate multilevel and single-level regression models that accounted for the skewed nature of neighborhood crime patterns and the well-documented spatial dependence of crime.
</p>
<p>
The study contains one data file with 8,198 cases and 99 variables.
</p>","['nacjd fast track', 'data distribution', 'identifier removal', 'readme guidance', 'neighborhood-level data', 'police agencies', 'foreclosure information', 'social-economic demographics', 'census tract analysis', 'multivariate regression models.']"
8989,"This data collection, one of only a small number available
 on federal white collar crimes, focuses on white collar criminals and
 the nature of their offenses. The data contain information on the
 source of conviction, offense category, number of counts in the
 indictment, maximum prison time and maximum fine associated with the
 offense, the duration and geographic spread of the offense, number of
 participants, number of persons arrested, number of businesses
 indicted, and spouse's employment. The data are limited to crimes
 committed solely by convicted individuals and do not include
 defendants that are organizations or groups. The defendant's
 socioeconomic status is measured using the Duncan Index. Further
 information provided about the defendant includes age, sex, marital
 status, past criminal history, neighborhood environment, education,
and employment history.","['white collar crime', 'data collection', 'conviction source', 'offense category', 'legal penalties', 'offense duration', 'participant numbers', 'socioeconomic status', 'defendant demographics', 'criminal history']"
34443,"<p><hi>Overview.</hi> The Post-Acute Care Supplement (PACS) files were developed from two administrative data sets that capture assessments at multiple points in post-acute care: the Outcome and Assessment Information Set (OASIS) Summary File (OASF): 2000-2010, which covers home health care, and the Long-Term Care Annual Summary File (LTCASF): 2000-2010, which covers nursing homes. Annual files were developed for the period 2000 to 2010 that summarize health conditions, functional status, and care patterns into one observation per beneficiary per year.</p>
<p><hi>Data Access.</hi> These data are not available from ICPSR.  Because the data contain confidential CMS assessment data, researchers will need to secure a data use agreement from CMS.  For researchers who secure a DUA, the files will be distributed to them through the Medicare/Medicaid Research Information Center (MedRIC) (medric@acumenllc.com).</p>","['post-acute care', 'pacs files', 'administrative data', 'oasis summary', 'home health care', 'long-term care', 'health conditions', 'functional status', 'data use agreement', 'medicare/medicaid research']"
36333,"The data contain records of suspects in federal criminal matters concluded by United States attorneys or United States magistrates during fiscal year 2013. The data were constructed from the Executive Office for United States Attorneys (EOUSA) Central System file. Records include suspects in criminal matters, and are limited to suspects whose matters were not declined immediately by the United States attorneys. According to the EOUSA, the United States attorneys conduct approximately 95 percent of the prosecutions handled by the Department of Justice. The Central System data contain variables from the original EOUSA files as well as additional analysis variables, or ""SAF"" variables, that denote subsets of the data. These SAF variables are related to statistics reported in the Compendium of Federal Justice Statistics, Tables 1.2-1.5. Variables containing identifying information (e.g., name, Social Security Number) were replaced with blanks, and the day portions of date fields were also sanitized in order to protect the identities of individuals. These data are part of a series designed by Abt and the Bureau of Justice Statistics. Data and documentation were prepared by Abt.","['federal criminal matters', 'united states attorneys', 'fiscal year 2013', 'eousa central system', 'suspect records', 'prosecution statistics', 'saf variables', 'identity protection', 'data sanitization', 'bureau of justice statistics.']"
8400,"This data collection supplies standard monthly labor force
 data for the week prior to the survey. Comprehensive information is
 given on the employment status, occupation, and industry of persons 14
 years old and older. Additional data are available concerning weeks
 worked and hours per week worked, reason not working full-time, total
 income and income components, and residence. Also included are data on
 the availability of telephones in households. All states and 44
 Standard Metropolitan Statistical Areas (SMSAs) are identified and
 ranked by size. Information on demographic characteristics, such as
 age, sex, race, marital status, veteran status, household
 relationship, educational background, and Hispanic origin, is
available for each person in the household enumerated.","['labor force data', 'employment status', 'occupation information', 'industry classification', 'work hours', 'income analysis', 'demographic characteristics', 'household data', 'geographic distribution', 'educational background']"
13747,"The Project on Human Development in Chicago Neighborhoods
 (PHDCN) was a large-scale, interdisciplinary study of how families,
 schools, and neighborhoods affect child and adolescent development.
 One component of the PHDCN was the Longitudinal Cohort Study, which
 was a series of coordinated longitudinal studies that followed over
 6,000 randomly selected children, adolescents, and young adults, and
 their primary caregivers over time to examine the changing
 circumstances of their lives, as well as the personal characteristics,
 that might lead them toward or away from a variety of antisocial
 behaviors. Numerous measures were administered to respondents to
 gauge various aspects of human development, including individual
 differences, as well as family, peer, and school influences. One such
 measure was the Wechsler Adult Intelligence Scale-Revised (WAIS-R), a
 general test of intelligence, which David Wechsler, the test's author,
 defined as ""the global capacity of the individual to act purposefully,
 to think rationally, and to deal effectively with his environment."" In
 keeping with this definition of intelligence as an aggregate of mental
 aptitudes or abilities, the WAIS-R has traditionally consisted of 11
 subtests divided into two parts, verbal and performance. For this
 study, the WAIS-R included definitions of words only. It was only
administered to Cohort 12.","['human development', 'chicago neighborhoods', 'interdisciplinary study', 'longitudinal cohort', 'child development', 'adolescent development', 'antisocial behaviors', 'wechsler intelligence scale', 'mental aptitudes', 'cohort 12']"
38386,"<p>This catalog record includes detailed variable-level descriptions, enabling data discovery and comparison. The data are not archived at ICPSR. Users should consult the data owners (via the <a href=""https://doi.roper.center/?doi=10.25940/ROPER-31099576"">Roper Center for Public Opinion Research</a>) directly for details on obtaining the data.</p>
<p>This collection includes variable-level metadata of the 2016 poll Workplace and Health, a survey from National Public Radio/Robert Wood Johnson Foundation/Harvard T.H. Chan School of Public Health conducted by Social Science Research Solutions (SSRS). Topics covered in this survey include:<list type=""bulleted""><itm>Employment status</itm><itm>Hours worked in a week</itm><itm>Work locations</itm><itm>Workplace and health</itm><itm>Benefits available to workers</itm><itm>Paid vacation days</itm><itm>Paid sick days</itm><itm>Job satisfaction</itm><itm>Physical health and safety conditions at workplace</itm><itm>Violence at workplace</itm><itm>Stress experienced at work</itm><itm>Working outside of regular work hours</itm><itm>Working from home</itm><itm>Working when caring for a sick family member</itm><itm>Paid leave to care for family member</itm><itm>Support for health in the workplace</itm><itm>Personal health in the workplace</itm><itm>Smoke-free work environment</itm><itm>Workplace wellness programs</itm><itm>Method of payment</itm><itm>Job security</itm><itm>Personal finances</itm><itm>Health insurance coverage</itm><itm>Political party preference</itm></list></p><p>The data and documentation files for this survey are available through the Roper Center for Public Opinion Research <a href=""https://doi.roper.center/?doi=10.25940/ROPER-31099576"">[Roper #31099576]</a>. Frequencies and summary statistics for the 188 variables from this survey are available through the ICPSR social science variable database and can be accessed from the Variables tab.</p>","['public opinion research', 'data cataloging', 'variable-level metadata', 'workplace health', 'survey data', 'employment conditions', 'job satisfaction', 'health insurance', 'political preference', 'social science research']"
2560,"This study was undertaken to examine the compatibility of
 law enforcement agency accreditation and community policing. It sought
 to answer the following questions: (1) Are accreditation and community
 policing compatible? (2) Do accreditation and community policing
 conflict? (3) Does accreditation support community policing? (4) Did
 any of this change with the 1994 ""top-down"" revision of the
 Commission on Accreditation for Law Enforcement Agencies (CALEA)
 standards? To that end, the researchers conducted separate content
 analyses of the 897 accreditation standards of the Commission on
 Accreditation for Law Enforcement Agencies (CALEA) in effect at the
 end of 1992 and the revised set of 436 standards published in
 1994. The standards were coded on 27 variables derived from the
 literature on community policing and police
 administration. Information was collected on the basics of each
 accreditation standard, its references to issues of community-oriented
 policing (COP) and problem-oriented policing (POP), and general
 information on its compatibility, or conflict with COP and POP. Basic
 variables cover standard, chapter, section, and
 applicability. Variables focusing on the compatibility of
 community-oriented policing and the accreditation standards include
 sources of legitimacy/authorization, community input, community
 reciprocity, geographic responsibility, and broadening of
 functions. Variables on problem-oriented policing include level of
 analysis, empirical analysis, collaboration with nonpolice agencies,
 evaluation/assessment, and nature of the problem. Variables on
 management and administration concern officer discretion,
 specialization by unit, specialization by task, formalization,
 centralization, levels/hierarchy, employee notification, employee
 involvement, employee rights, specific accountability, and customer
 orientation. General information on the compatibility or conflict
 between a standard and community-oriented policing/problem-oriented
 policing includes overall restrictiveness of the standard, primary
strategic affiliation, focus on process, and focus on administration.","['law enforcement accreditation', 'community policing compatibility', 'calea standards revision', 'content analysis methodology', 'police administration literature', 'community-oriented policing', 'problem-oriented policing', 'accreditation standard variables', 'police agency collaboration', 'management and administration']"
